platform_id;certificate_id;issue_date;certificate_fee;course_name;online_date;certificate_name;certificate_type;course_id;course_info;student_id;student_dob;;;;;;;;;;;;;;;;;;;;
480;980;26/09/2025;1359,46;Database Design Principles;24/08/2024;Operations Excellence Certificate;advanced;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";506563;10/11/1958;;;;;;;;;;;;;;;;;;;;
158;458;19/06/2027;606,61;Process Improvement Techniques;04/12/2023;Power BI Analyst Certificate;professional;;"Prepares students to improve processes using structured methods; requires analytical thinking.";286753;28/02/1926;;;;;;;;;;;;;;;;;;;;
434;893;06/12/2031;55,37;Agile and Scrum Fundamentals;18/01/2024;Database Foundations Certificate;completion;;"Prepares students to work in agile delivery environments; requires no prior agile certification.";332034;26/11/1952;;;;;;;;;;;;;;;;;;;;
425;91;23/01/2029;282,81;Data Visualization with Power BI;24/05/2025;HR Analytics Certificate;specialization;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills.";533919;07/02/1990;;;;;;;;;;;;;;;;;;;;
444;291;26/05/2025;359,26;AI Tools for Productivity;13/06/2024;HR Analytics Certificate;specialization;200;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";631613;11/09/1958;;;;;;;;;;;;;;;;;;;;
240;111;29/06/2023;334,14;Cybersecurity Awareness;10/06/2022;HR Analytics Certificate;specialization;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";288688;25/02/1973;;;;;;;;;;;;;;;;;;;;
64;525;23/08/2033;55,38;Cybersecurity Awareness;15/01/2026;Cybersecurity Awareness Certificate;completion;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";399714;27/12/1920;;;;;;;;;;;;;;;;;;;;
49;276;29/09/2030;41,77;Digital Marketing Analytics;04/03/2021;Web Development Foundations Certificate;completion;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts.";307115;05/05/1935;;;;;;;;;;;;;;;;;;;;
365;110;21/12/2032;780,5;Supply Chain Analytics;23/07/2024;Industrial IoT Certificate;advanced;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";063527;13/06/1928;;;;;;;;;;;;;;;;;;;;
61;877;16/03/2024;1326,85;Agile and Scrum Fundamentals;16/06/2023;Supply Chain Analytics Certificate;advanced;;"Prepares students to work in agile delivery environments; requires no prior agile certification.";530975;09/04/1966;;;;;;;;;;;;;;;;;;;;
214;196;21/04/2024;97,77;Data Visualization with Power BI;30/11/2021;Web Development Foundations Certificate;completion;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills.";854655;10/06/1960;;;;;;;;;;;;;;;;;;;;
278;712;18/07/2031;83,7;Python for Business Analytics;09/06/2024;Excel Professional Certificate;completion;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";101699;17/04/1988;;;;;;;;;;;;;;;;;;;;
198;583;10/07/2022;541,62;Data Governance Fundamentals;08/07/2021;Project Management Certificate;professional;30;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity.";328343;08/12/1997;;;;;;;;;;;;;;;;;;;;
198;583;10/07/2022;479,87;Process Improvement Techniques;08/07/2021;Project Management Certificate;professional;178;"Prepares students to improve processes using structured methods; requires analytical thinking.";080052;16/04/1984;;;;;;;;;;;;;;;;;;;;
176;752;06/07/2029;68,74;ERP Systems Introduction;14/06/2024;Excel Professional Certificate;completion;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";002088;16/08/1968;;;;;;;;;;;;;;;;;;;;
214;395;15/12/2023;374,69;Financial Modeling Essentials;30/11/2021;Statistics for Business Certificate;specialization;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";295495;28/06/1942;;;;;;;;;;;;;;;;;;;;
223;835;16/08/2033;405,88;Leadership in Digital Teams;25/10/2025;Statistics for Business Certificate;specialization;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest.";180532;23/02/1955;;;;;;;;;;;;;;;;;;;;
267;379;24/12/2030;66,15;Financial Modeling Essentials;04/10/2023;AI Productivity Certificate;completion;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";470873;03/08/1926;;;;;;;;;;;;;;;;;;;;
89;435;10/09/2028;450;ERP Systems Introduction;12/06/2023;Statistics for Business Certificate;specialization;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";089927;28/04/1959;;;;;;;;;;;;;;;;;;;;
202;17;25/09/2021;929,58;Customer Experience Analytics;02/06/2021;Supply Chain Analytics Certificate;advanced;112;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills.";784560;19/09/1963;;;;;;;;;;;;;;;;;;;;
202;17;25/09/2021;797,08;Data Analysis Fundamentals;02/06/2021;Supply Chain Analytics Certificate;advanced;121;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge.";355539;04/03/1951;;;;;;;;;;;;;;;;;;;;
7;663;05/10/2023;900;Python for Business Analytics;10/11/2022;Project Management Certificate;professional;62;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";826612;23/07/1986;;;;;;;;;;;;;;;;;;;;
128;549;08/10/2025;281,73;Database Design Principles;30/06/2021;Financial Modeling Certificate;professional;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";348629;27/11/1993;;;;;;;;;;;;;;;;;;;;
237;131;09/04/2025;337,14;AI Tools for Productivity;10/01/2025;HR Analytics Certificate;specialization;;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";131678;02/04/1942;;;;;;;;;;;;;;;;;;;;
113;104;10/09/2025;70,68;Customer Experience Analytics;24/02/2023;Cloud Fundamentals Certificate;completion;172;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills.";935283;28/09/1968;;;;;;;;;;;;;;;;;;;;
139;930;14/02/2023;1400;R for Data Analysis;11/11/2021;Industrial IoT Certificate;advanced;146;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge.";198602;20/09/1988;;;;;;;;;;;;;;;;;;;;
88;540;01/02/2027;1112,23;Data Analysis Fundamentals;07/07/2025;Operations Excellence Certificate;advanced;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge.";314211;21/08/1923;;;;;;;;;;;;;;;;;;;;
73;589;07/10/2033;603,69;Python for Business Analytics;18/04/2025;Financial Modeling Certificate;professional;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";319686;12/06/1943;;;;;;;;;;;;;;;;;;;;
8;255;04/03/2032;359,39;Process Improvement Techniques;28/08/2025;Statistics for Business Certificate;specialization;;"Prepares students to improve processes using structured methods; requires analytical thinking.";093781;15/11/1962;;;;;;;;;;;;;;;;;;;;
337;690;23/07/2029;622;Excel for Professionals;03/01/2026;Industrial IoT Certificate;advanced;;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills.";898029;22/07/1950;;;;;;;;;;;;;;;;;;;;
364;811;06/04/2024;399,76;Data Analysis Fundamentals;13/03/2023;HR Analytics Certificate;specialization;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge.";746946;26/02/1967;;;;;;;;;;;;;;;;;;;;
237;351;13/10/2029;178,02;Financial Modeling Essentials;10/01/2025;HR Analytics Certificate;specialization;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";662705;10/06/1959;;;;;;;;;;;;;;;;;;;;
38;854;30/08/2027;651,87;Cloud Computing Basics;18/03/2024;Agile Practitioner Certificate;professional;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";366712;12/03/1945;;;;;;;;;;;;;;;;;;;;
124;439;25/02/2025;73,41;Leadership in Digital Teams;03/08/2021;AI Productivity Certificate;completion;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest.";546278;21/09/1961;;;;;;;;;;;;;;;;;;;;
193;13;20/02/2024;39,12;Python for Business Analytics;05/11/2022;Database Foundations Certificate;completion;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";534186;07/05/1963;;;;;;;;;;;;;;;;;;;;
341;622;17/07/2021;291,96;Python for Business Analytics;26/02/2021;Business Analytics Certificate;specialization;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";555946;26/11/1937;;;;;;;;;;;;;;;;;;;;
107;193;04/11/2034;80,02;Financial Modeling Essentials;29/04/2025;Database Foundations Certificate;completion;40;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";366544;14/12/2000;;;;;;;;;;;;;;;;;;;;
277;974;23/02/2032;457,22;Data Analysis Fundamentals;07/09/2025;Agile Practitioner Certificate;professional;1;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge.";971276;28/06/1964;;;;;;;;;;;;;;;;;;;;
281;801;01/07/2032;403,44;Project Management Essentials;03/07/2025;Data Professional;professional;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills.";075594;02/08/1966;;;;;;;;;;;;;;;;;;;;
490;203;01/06/2028;683,09;R for Data Analysis;22/06/2025;Project Management Certificate;professional;26;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge.";040047;16/05/1991;;;;;;;;;;;;;;;;;;;;
273;808;07/06/2025;1021,68;Information Security Foundations;28/10/2023;Machine Learning Foundations Certificate;advanced;115;"Prepares students to understand core information security principles; requires no prior security certification.";272358;01/04/1953;;;;;;;;;;;;;;;;;;;;
81;147;23/05/2029;308,55;Process Improvement Techniques;01/10/2022;Digital Marketing Analyst;specialization;28;"Prepares students to improve processes using structured methods; requires analytical thinking.";281775;18/11/1980;;;;;;;;;;;;;;;;;;;;
33;506;11/04/2030;285,88;Leadership in Digital Teams;20/01/2026;Business Intelligence Specialist;specialization;84;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest.";276735;22/04/1986;;;;;;;;;;;;;;;;;;;;
33;506;10/07/2031;233,74;Business Intelligence Foundations;20/01/2026;Business Intelligence Specialist;specialization;187;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";947293;15/08/1959;;;;;;;;;;;;;;;;;;;;
419;129;01/01/2022;900;ERP Systems Introduction;06/09/2021;Financial Modeling Certificate;professional;119;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";892226;26/11/1935;;;;;;;;;;;;;;;;;;;;
261;537;28/07/2027;810,77;Industrial IoT Fundamentals;28/08/2025;Supply Chain Analytics Certificate;advanced;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity.";592104;04/07/2003;;;;;;;;;;;;;;;;;;;;
4;779;06/09/2025;53,56;Financial Modeling Essentials;23/11/2024;AI Productivity Certificate;completion;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";185306;25/04/1922;;;;;;;;;;;;;;;;;;;;
374;960;27/11/2023;917,31;Leadership in Digital Teams;24/11/2023;Operations Excellence Certificate;advanced;114;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest.";832596;11/04/1956;;;;;;;;;;;;;;;;;;;;
139;206;21/12/2022;267,51;R for Data Analysis;11/11/2021;Business Intelligence Specialist;specialization;146;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge.";033069;01/11/1983;;;;;;;;;;;;;;;;;;;;
267;456;26/11/2025;64,78;Agile and Scrum Fundamentals;04/10/2023;Web Development Foundations Certificate;completion;;"Prepares students to work in agile delivery environments; requires no prior agile certification.";905175;26/04/1958;;;;;;;;;;;;;;;;;;;;
285;241;22/05/2031;900;Web Development Basics;28/11/2023;Data Professional;professional;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy.";651789;27/02/1995;;;;;;;;;;;;;;;;;;;;
493;188;12/08/2024;606,06;Supply Chain Analytics;13/03/2023;Machine Learning Foundations Certificate;advanced;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";401274;07/03/1923;;;;;;;;;;;;;;;;;;;;
400;610;28/07/2026;911,87;R for Data Analysis;24/07/2023;Industrial IoT Certificate;advanced;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge.";058048;28/08/1923;;;;;;;;;;;;;;;;;;;;
162;200;22/12/2025;620,46;SQL for Data Management;28/11/2023;Operations Excellence Certificate;advanced;;"Prepares students to query and manage relational databases; requires no prior SQL experience.";912908;24/02/2007;;;;;;;;;;;;;;;;;;;;
251;99;08/07/2026;59,99;Business Communication Skills;24/07/2023;AI Productivity Certificate;completion;87;"Prepares students to communicate clearly in professional environments; requires no technical background.";957638;03/10/1969;;;;;;;;;;;;;;;;;;;;
324;382;27/09/2023;450;Business Intelligence Foundations;15/11/2021;Business Analytics Certificate;specialization;7;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";809388;13/01/1965;;;;;;;;;;;;;;;;;;;;
324;382;27/09/2023;314,5;Data Governance Fundamentals;15/11/2021;Business Analytics Certificate;specialization;180;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity.";154989;17/09/1980;;;;;;;;;;;;;;;;;;;;
322;908;20/03/2025;988,98;AI Tools for Productivity;05/04/2022;Machine Learning Foundations Certificate;advanced;140;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";820676;18/06/1974;;;;;;;;;;;;;;;;;;;;
372;65;03/06/2027;52,18;SQL for Data Management;07/11/2021;Cybersecurity Awareness Certificate;completion;;"Prepares students to query and manage relational databases; requires no prior SQL experience.";104041;14/07/1994;;;;;;;;;;;;;;;;;;;;
483;221;10/03/2033;495,59;ERP Systems Introduction;12/08/2023;Data Professional;professional;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";465344;19/01/1983;;;;;;;;;;;;;;;;;;;;
266;736;05/12/2024;120;Supply Chain Analytics;08/05/2024;Web Development Foundations Certificate;completion;108;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";631648;11/09/1971;;;;;;;;;;;;;;;;;;;;
175;276;17/05/2025;86,35;Supply Chain Analytics;24/11/2024;Web Development Foundations Certificate;completion;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";608564;02/02/1986;;;;;;;;;;;;;;;;;;;;
314;628;12/01/2023;799,11;Project Management Essentials;04/10/2021;Machine Learning Foundations Certificate;advanced;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills.";613831;19/10/1952;;;;;;;;;;;;;;;;;;;;
205;482;19/11/2029;332,52;Operations Management;04/08/2022;Business Analytics Certificate;specialization;81;"Prepares students to optimize workflows and resources; requires basic business knowledge.";168774;19/06/1942;;;;;;;;;;;;;;;;;;;;
28;968;13/05/2030;988,39;Leadership in Digital Teams;01/04/2023;Machine Learning Foundations Certificate;advanced;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest.";035566;17/10/1970;;;;;;;;;;;;;;;;;;;;
414;384;13/05/2025;54,04;Customer Experience Analytics;12/07/2024;Cloud Fundamentals Certificate;completion;;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills.";803532;11/08/1997;;;;;;;;;;;;;;;;;;;;
292;697;10/06/2022;791,01;Digital Marketing Analytics;05/01/2022;Supply Chain Analytics Certificate;advanced;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts.";165442;15/11/1983;;;;;;;;;;;;;;;;;;;;
326;515;28/07/2034;450;Customer Experience Analytics;01/10/2025;Statistics for Business Certificate;specialization;;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills.";363836;18/05/1947;;;;;;;;;;;;;;;;;;;;
261;699;06/12/2027;83,16;Python for Business Analytics;28/08/2025;AI Productivity Certificate;completion;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";176324;10/09/1979;;;;;;;;;;;;;;;;;;;;
13;521;27/09/2023;332,02;ERP Systems Introduction;17/02/2023;Data Professional;professional;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";610366;09/06/1964;;;;;;;;;;;;;;;;;;;;
109;624;11/02/2024;86,67;Leadership in Digital Teams;10/09/2021;Cloud Fundamentals Certificate;completion;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest.";288181;19/08/1991;;;;;;;;;;;;;;;;;;;;
231;258;07/09/2025;900;Risk Management Essentials;30/12/2023;Power BI Analyst Certificate;professional;;"Prepares students to identify, assess, and report business risks; requires basic business literacy.";632331;17/12/1933;;;;;;;;;;;;;;;;;;;;
186;888;24/07/2028;655,8;Data Governance Fundamentals;31/05/2024;Machine Learning Foundations Certificate;advanced;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity.";831418;04/08/1972;;;;;;;;;;;;;;;;;;;;
401;610;15/04/2029;767,01;ERP Systems Introduction;22/07/2022;Industrial IoT Certificate;advanced;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";081335;10/02/2003;;;;;;;;;;;;;;;;;;;;
125;334;22/03/2031;900;Database Design Principles;30/05/2023;Agile Practitioner Certificate;professional;14;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";807656;04/07/1999;;;;;;;;;;;;;;;;;;;;
125;334;01/05/2025;582,07;Cloud Computing Basics;30/05/2023;Agile Practitioner Certificate;professional;65;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";655974;27/12/1995;;;;;;;;;;;;;;;;;;;;
135;479;23/05/2032;68,96;Python for Business Analytics;04/10/2022;AI Productivity Certificate;completion;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";606477;10/01/1937;;;;;;;;;;;;;;;;;;;;
290;27;16/02/2026;178,55;Python for Business Analytics;12/02/2025;Digital Marketing Analyst;specialization;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";041796;02/02/1979;;;;;;;;;;;;;;;;;;;;
194;704;21/10/2024;105,46;ERP Systems Introduction;30/12/2021;Cloud Fundamentals Certificate;completion;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";411736;12/06/1994;;;;;;;;;;;;;;;;;;;;
180;707;29/01/2026;266,81;Industrial IoT Fundamentals;12/08/2024;Digital Marketing Analyst;specialization;71;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity.";074400;04/06/1999;;;;;;;;;;;;;;;;;;;;
474;576;03/06/2025;33,91;Machine Learning Basics;12/06/2024;Web Development Foundations Certificate;completion;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics.";359266;07/07/1934;;;;;;;;;;;;;;;;;;;;
70;943;21/09/2028;331,61;HR Analytics;08/10/2024;Project Management Certificate;professional;102;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge.";373821;05/07/1944;;;;;;;;;;;;;;;;;;;;
70;943;27/01/2034;472,4;Data Governance Fundamentals;08/10/2024;Project Management Certificate;professional;150;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity.";542217;27/01/1923;;;;;;;;;;;;;;;;;;;;
198;698;16/03/2025;395;Data Governance Fundamentals;08/07/2021;Power BI Analyst Certificate;professional;30;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity.";818943;03/06/1937;;;;;;;;;;;;;;;;;;;;
198;698;16/03/2025;417,29;Process Improvement Techniques;08/07/2021;Power BI Analyst Certificate;professional;178;"Prepares students to improve processes using structured methods; requires analytical thinking.";280921;14/02/1966;;;;;;;;;;;;;;;;;;;;
130;877;27/07/2027;1400;HR Analytics;06/10/2025;Supply Chain Analytics Certificate;advanced;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge.";496736;21/03/1925;;;;;;;;;;;;;;;;;;;;
161;181;25/08/2031;736,57;Cloud Computing Basics;14/01/2026;Data Professional;professional;185;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";977351;26/10/2006;;;;;;;;;;;;;;;;;;;;
229;338;19/04/2031;250;Information Security Foundations;19/05/2025;Power BI Analyst Certificate;professional;;"Prepares students to understand core information security principles; requires no prior security certification.";398876;24/04/1982;;;;;;;;;;;;;;;;;;;;
340;454;21/04/2029;515,1;Risk Management Essentials;21/03/2023;Agile Practitioner Certificate;professional;53;"Prepares students to identify, assess, and report business risks; requires basic business literacy.";032021;12/03/1933;;;;;;;;;;;;;;;;;;;;
312;837;14/03/2028;872,25;Data Visualization with Power BI;26/07/2022;Supply Chain Analytics Certificate;advanced;199;"Prepares students to build business dashboards in Power BI; requires basic data handling skills.";193368;03/12/1920;;;;;;;;;;;;;;;;;;;;
304;900;23/11/2026;536,72;Industrial IoT Fundamentals;18/07/2023;Operations Excellence Certificate;advanced;131;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity.";349709;20/02/1971;;;;;;;;;;;;;;;;;;;;
205;386;18/12/2022;343,62;Operations Management;04/08/2022;Business Intelligence Specialist;specialization;81;"Prepares students to optimize workflows and resources; requires basic business knowledge.";094419;01/11/1979;;;;;;;;;;;;;;;;;;;;
106;721;15/05/2030;281,43;Web Development Basics;29/09/2024;Data Professional;professional;77;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy.";269250;11/09/1976;;;;;;;;;;;;;;;;;;;;
205;912;11/01/2026;106,43;Operations Management;04/08/2022;Excel Professional Certificate;completion;81;"Prepares students to optimize workflows and resources; requires basic business knowledge.";304500;18/02/1958;;;;;;;;;;;;;;;;;;;;
68;501;15/02/2026;900;Supply Chain Analytics;17/08/2024;Data Professional;professional;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";794375;27/01/1985;;;;;;;;;;;;;;;;;;;;
369;836;05/10/2028;120;ERP Systems Introduction;18/12/2024;Web Development Foundations Certificate;completion;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";692826;10/08/1927;;;;;;;;;;;;;;;;;;;;
220;441;21/08/2030;331,41;Operations Management;16/10/2023;Data Professional;professional;;"Prepares students to optimize workflows and resources; requires basic business knowledge.";587296;02/05/1997;;;;;;;;;;;;;;;;;;;;
480;642;04/09/2024;176,39;ERP Systems Introduction;24/08/2024;Business Analytics Certificate;specialization;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";399410;02/10/1961;;;;;;;;;;;;;;;;;;;;
417;66;17/08/2034;363,19;Cybersecurity Awareness;16/04/2025;Business Intelligence Specialist;specialization;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";927228;21/10/2004;;;;;;;;;;;;;;;;;;;;
390;999;09/07/2028;109,68;Cybersecurity Awareness;13/03/2024;AI Productivity Certificate;completion;36;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";667878;01/09/1995;;;;;;;;;;;;;;;;;;;;
198;570;16/11/2023;1194,55;Data Governance Fundamentals;08/07/2021;Industrial IoT Certificate;advanced;30;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity.";684631;12/08/1961;;;;;;;;;;;;;;;;;;;;
198;570;16/11/2023;1313,3;Process Improvement Techniques;08/07/2021;Industrial IoT Certificate;advanced;178;"Prepares students to improve processes using structured methods; requires analytical thinking.";210507;21/12/1979;;;;;;;;;;;;;;;;;;;;
391;825;28/03/2031;117,39;Statistics for Decision Making;28/09/2023;Cybersecurity Awareness Certificate;completion;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";896335;21/04/1939;;;;;;;;;;;;;;;;;;;;
490;87;01/04/2033;305,91;R for Data Analysis;22/06/2025;Digital Marketing Analyst;specialization;26;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge.";678116;16/04/1943;;;;;;;;;;;;;;;;;;;;
261;615;18/04/2027;264,57;Statistics for Decision Making;28/08/2025;Statistics for Business Certificate;specialization;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";590111;28/05/1944;;;;;;;;;;;;;;;;;;;;
16;301;09/12/2031;356,21;Database Design Principles;20/04/2025;Data Professional;professional;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";573641;27/03/1924;;;;;;;;;;;;;;;;;;;;
444;796;26/09/2025;65,32;AI Tools for Productivity;13/06/2024;Web Development Foundations Certificate;completion;200;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";708315;15/03/1931;;;;;;;;;;;;;;;;;;;;
202;809;05/06/2024;546,57;Customer Experience Analytics;02/06/2021;Financial Modeling Certificate;professional;112;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills.";080403;24/06/1983;;;;;;;;;;;;;;;;;;;;
202;809;05/06/2024;412,39;Data Analysis Fundamentals;02/06/2021;Financial Modeling Certificate;professional;121;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge.";963496;10/01/1969;;;;;;;;;;;;;;;;;;;;
269;735;21/03/2034;281,21;Agile and Scrum Fundamentals;25/11/2024;Statistics for Business Certificate;specialization;;"Prepares students to work in agile delivery environments; requires no prior agile certification.";203372;01/01/1940;;;;;;;;;;;;;;;;;;;;
163;732;06/02/2030;49,99;Data Analysis Fundamentals;10/09/2024;Excel Professional Certificate;completion;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge.";238178;25/06/1969;;;;;;;;;;;;;;;;;;;;
152;743;06/03/2025;848,98;R for Data Analysis;24/02/2024;Project Management Certificate;professional;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge.";195442;15/08/1941;;;;;;;;;;;;;;;;;;;;
157;517;26/07/2026;1044,65;HR Analytics;15/05/2025;Supply Chain Analytics Certificate;advanced;192;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge.";189975;17/02/1948;;;;;;;;;;;;;;;;;;;;
217;275;26/06/2022;242,65;Data Governance Fundamentals;28/08/2021;Statistics for Business Certificate;specialization;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity.";100351;07/04/1944;;;;;;;;;;;;;;;;;;;;
219;362;13/07/2024;304,47;Business Intelligence Foundations;02/01/2023;Business Analytics Certificate;specialization;37;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";235473;09/05/1959;;;;;;;;;;;;;;;;;;;;
183;433;26/06/2026;49,24;ERP Systems Introduction;15/01/2026;Database Foundations Certificate;completion;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";399024;06/07/1947;;;;;;;;;;;;;;;;;;;;
346;657;14/05/2025;633,4;Database Design Principles;30/04/2023;Supply Chain Analytics Certificate;advanced;194;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";487047;05/10/1983;;;;;;;;;;;;;;;;;;;;
32;390;10/06/2025;720,93;Customer Experience Analytics;14/05/2022;Industrial IoT Certificate;advanced;;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills.";084953;28/04/1953;;;;;;;;;;;;;;;;;;;;
166;938;29/01/2026;537,64;Python for Business Analytics;08/08/2024;Power BI Analyst Certificate;professional;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";533122;25/03/1967;;;;;;;;;;;;;;;;;;;;
174;609;25/12/2025;604,13;ERP Systems Introduction;27/09/2025;Financial Modeling Certificate;professional;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";872235;27/07/1955;;;;;;;;;;;;;;;;;;;;
398;140;08/01/2027;946,91;Excel for Professionals;05/04/2025;Operations Excellence Certificate;advanced;;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills.";419465;07/05/1993;;;;;;;;;;;;;;;;;;;;
63;353;25/09/2023;45,7;AI Tools for Productivity;12/03/2022;Database Foundations Certificate;completion;80;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";362527;20/03/1934;;;;;;;;;;;;;;;;;;;;
463;636;10/03/2034;70,48;Python for Business Analytics;18/10/2025;Web Development Foundations Certificate;completion;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";081177;14/04/2004;;;;;;;;;;;;;;;;;;;;
61;761;17/07/2024;431,84;ERP Systems Introduction;16/06/2023;Data Professional;professional;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";160140;07/04/1959;;;;;;;;;;;;;;;;;;;;
